TransaccionID,Fecha,ProductoID,TiendaID,UnidadesVendidas,PrecioUnitarioAplicado,DescuentoPorcentaje,PrecioTotal
TRX-000390,2023-09-28,P-0053,T-019,12,373.39,0,4480.68
TRX-000391,2023-07-30,P-0125,T-012,13,362.52,0,4712.76
TRX-000392,2023-02-15,P-0072,T-048,9,173.17,0,1558.53
TRX-000393,2024-05-06,P-0180,T-042,8,449.28,0,3594.24
TRX-000394,2024-12-14,P-0140,T-022,14,227.19,18,2608.14
TRX-000395,2023-12-15,P-0005,T-009,4,750.5,0,3002.00
TRX-000396,2024-01-02,P-0051,T-004,1,533.16,0,533.16
TRX-000397,2024-04-07,P-0168,T-010,5,714.02,0,3570.10
TRX-000398,2024-09-02,P-0002,T-037,8,300.52,12,2115.66
TRX-000399,2024-11-06,P-0030,T-046,5,483.75,0,2418.75
TRX-000400,2023-11-28,P-0060,T-008,8,241.29,0,1930.32
TRX-000401,2024-09-20,P-0092,T-012,5,763.23,0,3816.15
TRX-000402,2023-08-12,P-0157,T-003,7,349.73,18,2007.45
TRX-000403,2024-08-31,P-0085,T-015,13,574.36,0,7466.68
TRX-000404,2023-09-11,P-0197,T-007,15,750.96,0,11264.40
TRX-000405,2024-08-11,P-0115,T-006,9,154.21,0,1387.89
TRX-000406,2023-01-05,P-0022,T-018,5,121.94,15,518.25
TRX-000407,2024-11-11,P-0044,T-037,14,175.16,0,2452.24
TRX-000408,2024-01-25,P-0129,T-048,8,522.69,0,4181.52
TRX-000409,2023-09-08,P-0157,T-005,6,349.73,0,2098.38
TRX-000410,2023-06-11,P-0101,T-045,11,284.4,0,3128.40
TRX-000411,2024-05-17,P-0135,T-008,12,56.77,0,681.24
TRX-000412,2023-03-25,P-0084,T-040,6,214.01,0,1284.06
TRX-000413,2023-04-16,P-0012,T-027,5,750.9,0,3754.50
TRX-000414,2023-01-26,P-0173,T-049,13,463.76,0,6028.88
TRX-000415,2023-08-30,P-0156,T-026,14,132.08,0,1849.12
TRX-000416,2024-06-08,P-0109,T-020,4,501.08,0,2004.32
TRX-000417,2024-04-02,P-0170,T-043,11,363.08,24,3035.35
TRX-000418,2023-08-14,P-0079,T-010,10,598.84,0,5988.40
TRX-000419,2023-02-10,P-0037,T-034,6,334.47,0,2006.82
TRX-000420,2023-12-27,P-0105,T-050,3,800.31,0,2400.93
TRX-000421,2024-08-22,P-0191,T-003,10,187.53,0,1875.30
TRX-000422,2024-10-13,P-0054,T-023,10,324.9,0,3249.00
TRX-000423,2023-02-16,P-0136,T-048,11,362.08,0,3982.88
TRX-000424,2024-11-04,P-0184,T-039,2,663.06,0,1326.12
TRX-000425,2024-07-01,P-0055,T-036,7,260.72,11,1624.29
TRX-000426,2023-08-05,P-0020,T-013,13,525.72,0,6834.36
TRX-000427,2023-02-09,P-0155,T-017,5,452.98,15,1925.16
TRX-000428,2024-04-11,P-0040,T-029,1,105.36,0,105.36
TRX-000429,2024-03-11,P-0017,T-050,15,362.07,0,5431.05
TRX-000430,2024-11-14,P-0054,T-035,6,324.9,29,1384.07
TRX-000431,2023-02-10,P-0171,T-029,10,733.17,0,7331.70
TRX-000432,2024-01-29,P-0059,T-028,3,791.54,0,2374.62
TRX-000433,2024-07-07,P-0084,T-015,3,214.01,0,642.03
TRX-000434,2023-12-22,P-0149,T-038,10,444.25,0,4442.50
TRX-000435,2024-02-26,P-0103,T-015,3,298.7,0,896.10
TRX-000436,2024-11-23,P-0141,T-047,7,248.53,29,1235.19
TRX-000437,2023-05-14,P-0179,T-015,9,77.95,0,701.55
TRX-000438,2024-03-02,P-0069,T-045,6,515.46,0,3092.76
TRX-000439,2023-09-06,P-0187,T-030,8,389.42,0,3115.36
TRX-000440,2023-03-16,P-0188,T-012,2,628.65,0,1257.30
TRX-000441,2024-05-16,P-0035,T-037,6,580.48,27,2542.50
TRX-000442,2024-10-13,P-0087,T-020,14,210.97,0,2953.58
TRX-000443,2023-01-17,P-0082,T-033,10,82.17,0,821.70
TRX-000444,2024-11-30,P-0156,T-038,4,132.08,18,433.22
TRX-000445,2023-02-05,P-0039,T-029,2,342.6,0,685.20
TRX-000446,2023-01-14,P-0023,T-023,11,345.99,6,3577.54
TRX-000447,2023-09-03,P-0200,T-010,1,746.15,0,746.15
TRX-000448,2024-03-10,P-0112,T-035,7,434.74,0,3043.18
TRX-000449,2024-06-11,P-0165,T-029,14,117.74,0,1648.36
TRX-000450,2023-02-12,P-0001,T-036,3,391.99,0,1175.97
TRX-000451,2023-12-20,P-0004,T-026,15,651.39,0,9770.85
TRX-000452,2023-02-02,P-0104,T-017,6,81.89,24,373.42
TRX-000453,2023-02-28,P-0080,T-013,5,436.63,0,2183.15
TRX-000454,2024-06-05,P-0118,T-027,11,456.92,0,5026.12
TRX-000455,2023-06-28,P-0115,T-004,6,154.21,0,925.26
TRX-000456,2024-04-18,P-0051,T-025,11,533.16,13,5102.34
TRX-000457,2024-08-03,P-0070,T-015,12,520.91,0,6250.92
TRX-000458,2024-02-19,P-0112,T-038,11,434.74,20,3825.71
TRX-000459,2023-04-29,P-0163,T-001,12,401.08,27,3513.46
TRX-000460,2024-09-22,P-0079,T-047,6,598.84,0,3593.04
TRX-000461,2024-05-07,P-0079,T-034,12,598.84,0,7186.08
TRX-000462,2024-06-17,P-0194,T-047,11,249.36,0,2742.96
TRX-000463,2024-06-16,P-0015,T-027,5,839.97,0,4199.85
TRX-000464,2023-05-08,P-0172,T-015,1,578.97,0,578.97
TRX-000465,2023-05-24,P-0080,T-026,1,436.63,0,436.63
TRX-000466,2023-10-21,P-0034,T-027,11,846.99,0,9316.89
TRX-000467,2024-10-27,P-0200,T-004,12,746.15,30,6267.66
TRX-000468,2024-07-19,P-0159,T-018,5,429.43,0,2147.15
TRX-000469,2024-02-28,P-0189,T-003,9,641.43,0,5772.87
TRX-000470,2024-11-19,P-0108,T-006,15,639.26,0,9588.90
TRX-000471,2024-01-30,P-0066,T-021,9,456.2,0,4105.80
TRX-000472,2024-08-15,P-0200,T-007,3,746.15,0,2238.45
TRX-000473,2024-04-12,P-0166,T-030,3,543.7,0,1631.10
TRX-000474,2024-04-25,P-0005,T-027,4,750.5,0,3002.00
TRX-000475,2024-11-08,P-0114,T-004,6,109.83,16,553.54
TRX-000476,2023-05-31,P-0050,T-033,10,406.88,0,4068.80
TRX-000477,2024-09-13,P-0172,T-014,9,578.97,0,5210.73
TRX-000478,2023-02-07,P-0081,T-021,13,426.11,9,5040.88
TRX-000479,2023-06-15,P-0120,T-050,15,93.03,0,1395.45
TRX-000480,2023-08-28,P-0086,T-019,5,112.12,0,560.60
TRX-000481,2023-10-28,P-0082,T-009,12,82.17,0,986.04
TRX-000482,2024-01-22,P-0024,T-010,12,711.7,0,8540.40
TRX-000483,2023-10-29,P-0051,T-031,12,533.16,0,6397.92
TRX-000484,2024-05-13,P-0125,T-031,15,362.52,0,5437.80
TRX-000485,2024-12-23,P-0049,T-033,13,622.79,0,8096.27
TRX-000486,2024-07-11,P-0190,T-049,7,538.15,0,3767.05
TRX-000487,2023-04-11,P-0014,T-029,4,279.19,0,1116.76
TRX-000488,2024-11-02,P-0115,T-011,13,154.21,24,1523.59
TRX-000489,2024-02-07,P-0165,T-002,1,117.74,29,83.60
TRX-000490,2023-01-27,P-0194,T-005,13,249.36,0,3241.68
TRX-000491,2024-04-29,P-0061,T-007,4,441.59,0,1766.36
TRX-000492,2023-07-19,P-0076,T-027,11,392.31,16,3624.94
TRX-000493,2023-08-22,P-0162,T-016,4,270.66,0,1082.64
TRX-000494,2024-03-01,P-0108,T-030,11,639.26,0,7031.86
TRX-000495,2024-02-20,P-0056,T-048,9,128.84,0,1159.56
TRX-000496,2024-09-30,P-0177,T-029,11,254.46,10,2519.15
TRX-000497,2024-11-11,P-0122,T-036,6,784.1,0,4704.60
TRX-000498,2023-12-21,P-0138,T-015,13,564.42,0,7337.46
TRX-000499,2024-09-26,P-0115,T-035,12,154.21,0,1850.52
TRX-000500,2024-10-25,P-0035,T-017,11,580.48,0,6385.28
TRX-000501,2024-08-21,P-0160,T-048,9,192.15,0,1729.35
TRX-000502,2024-05-25,P-0008,T-042,8,173.65,0,1389.20
TRX-000503,2024-08-20,P-0151,T-048,5,71.31,0,356.55
TRX-000504,2024-02-15,P-0175,T-034,1,52.76,0,52.76
TRX-000505,2023-05-15,P-0096,T-008,11,369.7,0,4066.70
TRX-000506,2024-02-02,P-0184,T-018,12,663.06,0,7956.72
TRX-000507,2024-10-25,P-0083,T-010,5,604.06,0,3020.30
TRX-000508,2023-06-07,P-0168,T-004,1,714.02,21,564.08
TRX-000509,2023-10-23,P-0001,T-037,8,391.99,0,3135.92
TRX-000510,2023-07-05,P-0028,T-034,1,247.29,0,247.29
TRX-000511,2024-03-23,P-0113,T-048,15,191.14,0,2867.10
TRX-000512,2023-09-16,P-0024,T-011,4,711.7,0,2846.80
TRX-000513,2023-04-22,P-0098,T-023,2,348.62,0,697.24
TRX-000514,2024-09-30,P-0072,T-050,2,173.17,0,346.34
TRX-000515,2023-09-16,P-0145,T-049,7,548.09,0,3836.63
TRX-000516,2023-07-11,P-0174,T-031,1,563.29,0,563.29
TRX-000517,2024-07-16,P-0072,T-018,10,173.17,0,1731.70
TRX-000518,2024-05-08,P-0024,T-003,8,711.7,0,5693.60
TRX-000519,2024-01-19,P-0024,T-023,6,711.7,0,4270.20
TRX-000520,2024-06-11,P-0122,T-048,4,784.1,27,2289.57
TRX-000521,2024-08-03,P-0041,T-023,6,705.72,0,4234.32
TRX-000522,2023-06-10,P-0147,T-040,15,495.21,0,7428.15
TRX-000523,2024-10-25,P-0151,T-024,15,71.31,0,1069.65
TRX-000524,2024-12-09,P-0136,T-042,15,362.08,0,5431.20
TRX-000525,2024-06-28,P-0089,T-020,6,94.19,0,565.14
TRX-000526,2024-02-05,P-0026,T-042,11,537.16,0,5908.76
TRX-000527,2024-01-11,P-0112,T-050,4,434.74,0,1738.96
TRX-000528,2024-12-20,P-0103,T-049,2,298.7,0,597.40
TRX-000529,2023-06-24,P-0088,T-043,14,298.09,23,3213.41
TRX-000530,2023-06-12,P-0084,T-042,14,214.01,0,2996.14
TRX-000531,2023-03-24,P-0197,T-014,12,750.96,0,9011.52
TRX-000532,2023-08-08,P-0193,T-037,3,299.11,0,897.33
TRX-000533,2023-10-14,P-0099,T-041,6,538.89,0,3233.34
TRX-000534,2023-11-05,P-0108,T-035,8,639.26,0,5114.08
TRX-000535,2024-11-19,P-0168,T-024,13,714.02,0,9282.26
TRX-000536,2023-09-16,P-0035,T-035,6,580.48,0,3482.88
TRX-000537,2024-08-20,P-0168,T-012,7,714.02,0,4998.14
TRX-000538,2024-04-01,P-0083,T-043,12,604.06,29,5146.59
TRX-000539,2024-10-31,P-0060,T-030,14,241.29,0,3378.06
TRX-000540,2024-07-24,P-0037,T-049,3,334.47,7,933.17
TRX-000541,2024-04-27,P-0105,T-026,2,800.31,0,1600.62
TRX-000542,2024-08-10,P-0020,T-037,2,525.72,0,1051.44
TRX-000543,2024-05-21,P-0189,T-027,9,641.43,30,4041.01
TRX-000544,2023-09-01,P-0106,T-039,9,794.31,0,7148.79
TRX-000545,2024-12-07,P-0123,T-010,11,423.72,0,4660.92
TRX-000546,2024-07-05,P-0072,T-009,15,173.17,24,1974.14
TRX-000547,2024-12-10,P-0148,T-041,15,314.89,0,4723.35
TRX-000548,2023-07-07,P-0101,T-044,2,284.4,0,568.80
TRX-000549,2024-09-18,P-0146,T-031,13,395.97,11,4581.37
TRX-000550,2023-05-22,P-0130,T-032,7,139.47,0,976.29
TRX-000551,2023-05-06,P-0096,T-025,9,369.7,0,3327.30
TRX-000552,2024-09-04,P-0002,T-016,14,300.52,5,3996.92
TRX-000553,2023-05-29,P-0096,T-009,15,369.7,0,5545.50
TRX-000554,2024-06-17,P-0086,T-050,10,112.12,0,1121.20
TRX-000555,2023-07-07,P-0153,T-019,4,234.58,30,656.82
TRX-000556,2024-07-06,P-0034,T-010,3,846.99,0,2540.97
TRX-000557,2024-08-30,P-0172,T-030,10,578.97,18,4747.55
TRX-000558,2023-03-28,P-0070,T-025,15,520.91,17,6485.33
TRX-000559,2024-12-27,P-0133,T-029,8,364.39,0,2915.12
TRX-000560,2023-06-12,P-0089,T-034,4,94.19,0,376.76
TRX-000561,2023-11-22,P-0088,T-008,5,298.09,0,1490.45
TRX-000562,2023-12-16,P-0159,T-011,15,429.43,26,4766.67
TRX-000563,2023-03-23,P-0088,T-038,7,298.09,0,2086.63
TRX-000564,2024-08-14,P-0012,T-022,10,750.9,0,7509.00
TRX-000565,2024-06-19,P-0188,T-016,4,628.65,0,2514.60
TRX-000566,2023-09-17,P-0138,T-039,7,564.42,0,3950.94
TRX-000567,2024-04-23,P-0048,T-041,7,473.4,0,3313.80
TRX-000568,2023-05-13,P-0018,T-004,8,518.24,0,4145.92
TRX-000569,2024-10-25,P-0037,T-037,7,334.47,0,2341.29
TRX-000570,2023-05-13,P-0083,T-015,7,604.06,0,4228.42
TRX-000571,2024-03-28,P-0165,T-019,15,117.74,0,1766.10
TRX-000572,2023-01-02,P-0190,T-026,14,538.15,0,7534.10
TRX-000573,2023-07-02,P-0087,T-012,6,210.97,0,1265.82
TRX-000574,2024-02-06,P-0078,T-017,2,110.72,0,221.44
TRX-000575,2024-12-30,P-0046,T-019,3,449.12,0,1347.36
TRX-000576,2023-12-01,P-0163,T-019,6,401.08,0,2406.48
TRX-000577,2024-01-06,P-0080,T-012,11,436.63,0,4802.93
TRX-000578,2024-08-14,P-0073,T-006,11,279.88,0,3078.68
TRX-000579,2023-05-11,P-0005,T-031,13,750.5,0,9756.50
TRX-000580,2024-08-24,P-0142,T-039,4,518.66,0,2074.64
TRX-000581,2024-06-05,P-0037,T-002,6,334.47,0,2006.82
TRX-000582,2023-09-13,P-0121,T-030,11,791.35,0,8704.85
TRX-000583,2024-06-13,P-0187,T-033,3,389.42,0,1168.26
TRX-000584,2024-06-12,P-0179,T-009,6,77.95,0,467.70
TRX-000585,2024-05-22,P-0155,T-025,12,452.98,0,5435.76
TRX-000586,2024-11-23,P-0023,T-036,9,345.99,0,3113.91
TRX-000587,2024-10-01,P-0135,T-026,15,56.77,0,851.55
TRX-000588,2023-07-21,P-0048,T-049,12,473.4,26,4203.79
TRX-000589,2024-02-05,P-0159,T-003,6,429.43,0,2576.58
TRX-000590,2024-06-07,P-0184,T-022,15,663.06,0,9945.90
TRX-000591,2024-07-23,P-0101,T-018,10,284.4,0,2844.00
TRX-000592,2024-11-21,P-0105,T-038,7,800.31,0,5602.17
TRX-000593,2024-10-18,P-0055,T-004,4,260.72,24,792.59
TRX-000594,2024-03-23,P-0050,T-020,10,406.88,0,4068.80
TRX-000595,2023-03-04,P-0099,T-027,11,538.89,0,5927.79
TRX-000596,2023-11-14,P-0165,T-032,10,117.74,0,1177.40
TRX-000597,2024-06-13,P-0111,T-038,7,138.19,0,967.33
TRX-000598,2023-10-03,P-0060,T-010,9,241.29,25,1628.71
TRX-000599,2024-09-22,P-0093,T-047,14,765.58,22,8360.13
TRX-000600,2023-05-16,P-0136,T-046,15,362.08,0,5431.20
TRX-000601,2023-05-10,P-0172,T-035,14,578.97,0,8105.58
TRX-000602,2024-03-05,P-0124,T-010,6,300.81,0,1804.86
TRX-000603,2024-11-22,P-0140,T-027,6,227.19,26,1008.72
TRX-000604,2023-08-11,P-0050,T-011,6,406.88,0,2441.28
TRX-000605,2023-08-26,P-0087,T-006,14,210.97,0,2953.58
TRX-000606,2023-02-12,P-0143,T-021,9,601.55,0,5413.95
TRX-000607,2023-11-15,P-0186,T-004,14,313.41,0,4387.74
TRX-000608,2023-10-26,P-0044,T-001,3,175.16,0,525.48
TRX-000609,2023-01-14,P-0092,T-042,4,763.23,0,3052.92
TRX-000610,2023-12-03,P-0113,T-018,12,191.14,30,1605.58
TRX-000611,2023-01-22,P-0051,T-005,10,533.16,0,5331.60
TRX-000612,2023-11-24,P-0164,T-034,1,255.54,0,255.54
TRX-000613,2023-06-01,P-0196,T-024,10,71.37,0,713.70
TRX-000614,2024-08-23,P-0186,T-040,5,313.41,0,1567.05
TRX-000615,2023-05-06,P-0146,T-050,5,395.97,0,1979.85
TRX-000616,2023-08-26,P-0140,T-047,6,227.19,0,1363.14
TRX-000617,2023-01-25,P-0108,T-014,9,639.26,0,5753.34
TRX-000618,2024-06-22,P-0105,T-027,13,800.31,7,9675.75
TRX-000619,2024-06-10,P-0146,T-013,3,395.97,0,1187.91
TRX-000620,2024-02-01,P-0081,T-038,2,426.11,0,852.22
TRX-000621,2024-09-15,P-0046,T-042,6,449.12,0,2694.72
TRX-000622,2024-09-24,P-0103,T-034,9,298.7,23,2069.99
TRX-000623,2024-04-18,P-0019,T-020,8,285.14,0,2281.12
TRX-000624,2023-02-20,P-0164,T-001,5,255.54,0,1277.70
TRX-000625,2024-03-07,P-0194,T-031,12,249.36,9,2723.01
TRX-000626,2023-07-02,P-0073,T-029,14,279.88,0,3918.32
TRX-000627,2023-02-12,P-0115,T-007,2,154.21,0,308.42
TRX-000628,2023-11-20,P-0112,T-015,9,434.74,0,3912.66
TRX-000629,2023-06-16,P-0006,T-039,3,843.07,0,2529.21
TRX-000630,2023-08-04,P-0105,T-010,5,800.31,0,4001.55
TRX-000631,2024-06-06,P-0024,T-027,7,711.7,22,3885.88
TRX-000632,2023-07-18,P-0193,T-050,14,299.11,0,4187.54
TRX-000633,2023-05-24,P-0160,T-034,5,192.15,0,960.75
TRX-000634,2023-08-19,P-0090,T-047,1,577.16,30,404.01
TRX-000635,2024-11-01,P-0184,T-013,12,663.06,5,7558.88
TRX-000636,2023-11-16,P-0067,T-028,8,815.39,0,6523.12
TRX-000637,2024-04-22,P-0044,T-030,7,175.16,22,956.37
TRX-000638,2024-11-10,P-0108,T-036,6,639.26,0,3835.56
TRX-000639,2024-03-21,P-0009,T-005,6,54.26,29,231.15
TRX-000640,2023-07-30,P-0051,T-032,9,533.16,9,4366.58
TRX-000641,2023-04-11,P-0142,T-019,15,518.66,0,7779.90
TRX-000642,2023-04-06,P-0143,T-001,10,601.55,0,6015.50
TRX-000643,2024-09-17,P-0032,T-007,8,413.34,0,3306.72
TRX-000644,2024-05-25,P-0131,T-012,8,444.99,17,2954.73
TRX-000645,2024-01-04,P-0023,T-014,8,345.99,0,2767.92
TRX-000646,2023-02-12,P-0072,T-039,3,173.17,0,519.51
TRX-000647,2024-06-11,P-0021,T-004,2,517.7,0,1035.40
TRX-000648,2024-10-08,P-0091,T-012,5,644.97,0,3224.85
TRX-000649,2023-02-11,P-0016,T-038,10,362.85,0,3628.50
TRX-000650,2024-12-02,P-0076,T-042,9,392.31,0,3530.79
TRX-000651,2024-07-26,P-0185,T-003,1,541.49,0,541.49
TRX-000652,2023-10-25,P-0087,T-025,12,210.97,10,2278.48
TRX-000653,2024-03-03,P-0186,T-045,4,313.41,0,1253.64
TRX-000654,2024-03-13,P-0100,T-026,5,253.63,24,963.79
TRX-000655,2024-12-22,P-0144,T-022,2,394.88,0,789.76
TRX-000656,2024-01-20,P-0121,T-015,4,791.35,0,3165.40
TRX-000657,2024-09-30,P-0182,T-044,4,417.62,0,1670.48
TRX-000658,2023-07-10,P-0037,T-002,13,334.47,0,4348.11
TRX-000659,2023-05-10,P-0117,T-025,11,347.03,0,3817.33
TRX-000660,2024-03-29,P-0145,T-048,3,548.09,0,1644.27
TRX-000661,2024-10-04,P-0175,T-025,7,52.76,0,369.32
TRX-000662,2024-12-02,P-0015,T-003,3,839.97,0,2519.91
TRX-000663,2023-05-07,P-0105,T-012,13,800.31,0,10404.03
TRX-000664,2023-05-23,P-0008,T-005,10,173.65,0,1736.50
TRX-000665,2024-06-25,P-0015,T-028,11,839.97,0,9239.67
TRX-000666,2023-07-17,P-0005,T-006,7,750.5,0,5253.50
TRX-000667,2023-04-05,P-0145,T-002,3,548.09,0,1644.27
TRX-000668,2023-05-13,P-0166,T-002,9,543.7,0,4893.30
TRX-000669,2023-07-03,P-0029,T-004,14,386.02,0,5404.28
TRX-000670,2023-03-02,P-0183,T-049,12,381.33,0,4575.96
TRX-000671,2023-01-22,P-0063,T-018,1,134.79,0,134.79
TRX-000672,2024-11-30,P-0064,T-039,3,378.64,0,1135.92
TRX-000673,2024-01-10,P-0172,T-029,15,578.97,0,8684.55
TRX-000674,2024-08-14,P-0152,T-022,4,665.71,0,2662.84
TRX-000675,2024-02-08,P-0156,T-020,11,132.08,0,1452.88
TRX-000676,2023-10-17,P-0034,T-028,2,846.99,0,1693.98
TRX-000677,2024-04-07,P-0109,T-019,6,501.08,0,3006.48
TRX-000678,2024-09-14,P-0062,T-022,10,317.28,0,3172.80
TRX-000679,2023-03-13,P-0026,T-026,8,537.16,0,4297.28
TRX-000680,2024-11-13,P-0085,T-018,14,574.36,0,8041.04
TRX-000681,2023-04-26,P-0138,T-047,15,564.42,0,8466.30
TRX-000682,2024-11-05,P-0127,T-001,7,241.26,26,1249.73
TRX-000683,2023-11-18,P-0135,T-015,1,56.77,0,56.77
TRX-000684,2024-04-14,P-0152,T-024,2,665.71,0,1331.42
TRX-000685,2024-12-27,P-0060,T-033,2,241.29,0,482.58
TRX-000686,2023-01-15,P-0108,T-020,10,639.26,0,6392.60
TRX-000687,2024-04-04,P-0189,T-008,12,641.43,0,7697.16
TRX-000688,2023-07-17,P-0173,T-018,8,463.76,0,3710.08
TRX-000689,2023-05-05,P-0107,T-034,15,52.88,0,793.20
TRX-000690,2024-04-30,P-0041,T-019,5,705.72,0,3528.60
TRX-000691,2023-06-26,P-0049,T-044,7,622.79,19,3531.22
TRX-000692,2024-06-14,P-0128,T-048,12,642.57,0,7710.84
TRX-000693,2024-06-24,P-0119,T-023,11,431.18,0,4742.98
TRX-000694,2024-03-08,P-0190,T-017,3,538.15,0,1614.45
TRX-000695,2024-06-14,P-0131,T-044,14,444.99,10,5606.87
TRX-000696,2023-10-16,P-0040,T-046,8,105.36,0,842.88
TRX-000697,2023-10-13,P-0114,T-037,9,109.83,26,731.47
TRX-000698,2023-10-09,P-0183,T-028,7,381.33,0,2669.31
TRX-000699,2023-06-05,P-0035,T-026,2,580.48,0,1160.96
TRX-000700,2023-02-01,P-0060,T-036,11,241.29,0,2654.19
TRX-000701,2023-10-04,P-0055,T-033,12,260.72,0,3128.64
TRX-000702,2023-07-12,P-0178,T-009,7,220.82,0,1545.74
TRX-000703,2023-07-05,P-0117,T-014,3,347.03,26,770.41
TRX-000704,2024-10-04,P-0077,T-016,9,740.59,0,6665.31
TRX-000705,2023-03-31,P-0167,T-031,7,148.44,0,1039.08
TRX-000706,2024-01-26,P-0198,T-006,7,300.38,0,2102.66
TRX-000707,2023-05-31,P-0063,T-014,13,134.79,0,1752.27
TRX-000708,2024-11-23,P-0141,T-029,1,248.53,0,248.53
TRX-000709,2023-06-25,P-0081,T-033,9,426.11,0,3834.99
TRX-000710,2023-11-25,P-0007,T-009,8,671.75,0,5374.00
TRX-000711,2023-05-23,P-0062,T-032,3,317.28,0,951.84
TRX-000712,2024-09-13,P-0078,T-030,10,110.72,0,1107.20
TRX-000713,2024-07-13,P-0097,T-002,6,409.85,0,2459.10
TRX-000714,2024-05-17,P-0032,T-008,7,413.34,0,2893.38
TRX-000715,2023-09-29,P-0190,T-050,4,538.15,0,2152.60
TRX-000716,2023-07-04,P-0087,T-018,6,210.97,0,1265.82
TRX-000717,2024-06-27,P-0092,T-040,14,763.23,0,10685.22
TRX-000718,2024-06-27,P-0144,T-010,14,394.88,21,4367.37
TRX-000719,2024-06-02,P-0162,T-041,6,270.66,0,1623.96
TRX-000720,2023-08-11,P-0185,T-042,3,541.49,0,1624.47
TRX-000721,,P-0132,T-006,14,520.27,,6191.21
TRX-000722,2023-08-23,P-0119,T-002,4,431.18,9,1569.50
TRX-000723,2023-08-26,P-0119,T-013,15,431.18,0,6467.70
TRX-000724,2024-03-18,P-0116,T-038,7,843.61,0,5905.27
TRX-000725,2024-10-30,P-0133,T-020,2,364.39,0,728.78
TRX-000726,2023-10-27,P-0042,T-008,12,361.75,0,4341.00
TRX-000727,2024-03-03,P-0054,T-038,1,324.9,0,324.90
TRX-000728,2024-03-23,P-0133,T-041,1,364.39,0,364.39
TRX-000729,2024-06-01,P-0028,T-017,9,247.29,0,2225.61
TRX-000730,2023-05-16,P-0106,T-001,4,794.31,0,3177.24
TRX-000731,2023-10-21,P-0091,T-004,13,644.97,0,8384.61
TRX-000732,2023-11-15,P-0026,T-030,14,537.16,0,7520.24
TRX-000733,2023-11-19,P-0153,T-014,14,234.58,12,2890.03
TRX-000734,2024-01-23,P-0156,T-028,6,132.08,0,792.48
TRX-000735,2024-05-06,P-0062,T-004,11,317.28,0,3490.08
TRX-000736,2023-01-20,P-0018,T-006,8,518.24,0,4145.92
TRX-000737,2023-06-14,P-0181,T-027,11,448.57,0,4934.27
TRX-000738,2023-04-12,P-0180,T-011,7,449.28,0,3144.96
TRX-000739,2024-05-15,P-0195,T-017,7,419.81,0,2938.67
TRX-000740,2024-10-12,P-0016,T-038,8,362.85,0,2902.80
TRX-000741,2023-12-08,P-0155,T-006,8,452.98,5,3442.65
TRX-000742,2023-01-14,P-0060,T-034,3,241.29,11,644.24
TRX-000743,2024-01-17,P-0137,T-010,7,510.97,0,3576.79
TRX-000744,2023-08-02,P-0050,T-035,4,406.88,0,1627.52
TRX-000745,2023-06-28,P-0106,T-033,5,794.31,0,3971.55
TRX-000746,2024-12-23,P-0032,T-005,13,413.34,0,5373.42
TRX-000747,2023-11-25,P-0192,T-026,7,94.68,0,662.76
TRX-000748,2024-10-04,P-0157,T-025,5,349.73,0,1748.65
TRX-000749,2023-03-11,P-0007,T-050,9,671.75,0,6045.75
TRX-000750,2023-08-16,P-0188,T-041,9,628.65,0,5657.85
TRX-000751,2023-02-16,P-0011,T-013,10,230.29,25,1727.18
TRX-000752,2024-10-26,P-0130,T-047,5,139.47,23,536.96
TRX-000753,2023-09-11,P-0154,T-050,11,316.24,0,3478.64
TRX-000754,2023-02-14,P-0104,T-031,7,81.89,0,573.23
TRX-000755,2023-01-19,P-0098,T-024,10,348.62,17,2893.55
TRX-000756,,P-0132,T-022,8,520.27,,4162.16
TRX-000757,2024-08-27,P-0065,T-005,9,529.46,0,4765.14
TRX-000758,2024-05-31,P-0146,T-035,9,395.97,0,3563.73
TRX-000759,2023-06-11,P-0124,T-044,10,300.81,0,3008.10
TRX-000760,2024-03-30,P-0022,T-038,8,121.94,16,819.44
TRX-000761,2024-03-10,P-0130,T-012,4,139.47,0,557.88
TRX-000762,2023-03-20,P-0144,T-009,11,394.88,0,4343.68
TRX-000763,2023-03-26,P-0188,T-049,4,628.65,0,2514.60
TRX-000764,2023-08-20,P-0083,T-044,13,604.06,0,7852.78
TRX-000765,2023-08-13,P-0110,T-041,9,536.34,0,4827.06
TRX-000766,2024-12-27,P-0053,T-022,1,373.39,0,373.39
TRX-000767,2023-01-05,P-0029,T-048,3,386.02,0,1158.06
TRX-000768,2024-05-17,P-0089,T-040,15,94.19,0,1412.85
TRX-000769,2024-02-19,P-0148,T-050,2,314.89,0,629.78
TRX-000770,2024-02-17,P-0055,T-004,6,260.72,0,1564.32
TRX-000771,2023-02-20,P-0009,T-042,12,54.26,0,651.12
TRX-000772,2023-12-23,P-0163,T-036,13,401.08,0,5214.04
TRX-000773,2024-06-26,P-0083,T-015,13,604.06,5,7460.14
TRX-000774,2024-05-13,P-0037,T-013,10,334.47,0,3344.70
TRX-000775,2023-01-30,P-0108,T-030,7,639.26,0,4474.82
TRX-000776,2024-08-24,P-0047,T-050,13,288.84,8,3454.53
TRX-000777,2023-09-14,P-0001,T-037,11,391.99,0,4311.89
TRX-000778,2024-11-23,P-0145,T-043,15,548.09,0,8221.35
